project,module,commit,path_test,test_name,path_src,class_name
jackson-databind,,49e1c0e457beeead0525eda4e8214be5bb880287,/home/dorma10/mutation-analysis/projects/jackson-databind/src/test/java/com/fasterxml/jackson/databind/ObjectReaderTest.java,com.fasterxml.jackson.databind.ObjectReaderTest,/home/dorma10/mutation-analysis/projects/jackson-databind/src/main/java/com/fasterxml/jackson/databind/ObjectReader.java,com.fasterxml.jackson.databind.ObjectReader
jackson-databind,,49e1c0e457beeead0525eda4e8214be5bb880287,/home/dorma10/mutation-analysis/projects/jackson-databind/src/test/java/com/fasterxml/jackson/databind/ObjectWriterTest.java,com.fasterxml.jackson.databind.ObjectWriterTest,/home/dorma10/mutation-analysis/projects/jackson-databind/src/main/java/com/fasterxml/jackson/databind/ObjectWriter.java,com.fasterxml.jackson.databind.ObjectWriter
jackson-databind,,49e1c0e457beeead0525eda4e8214be5bb880287,/home/dorma10/mutation-analysis/projects/jackson-databind/src/test/java/com/fasterxml/jackson/databind/ObjectMapperTest.java,com.fasterxml.jackson.databind.ObjectMapperTest,/home/dorma10/mutation-analysis/projects/jackson-databind/src/main/java/com/fasterxml/jackson/databind/ObjectMapper.java,com.fasterxml.jackson.databind.ObjectMapper
jackson-databind,,49e1c0e457beeead0525eda4e8214be5bb880287,/home/dorma10/mutation-analysis/projects/jackson-databind/src/test/java/com/fasterxml/jackson/databind/ser/BeanSerializerModifierTest.java,com.fasterxml.jackson.databind.ser.BeanSerializerModifierTest,/home/dorma10/mutation-analysis/projects/jackson-databind/src/main/java/com/fasterxml/jackson/databind/ser/BeanSerializerModifier.java,com.fasterxml.jackson.databind.ser.BeanSerializerModifier
jackson-databind,,49e1c0e457beeead0525eda4e8214be5bb880287,/home/dorma10/mutation-analysis/projects/jackson-databind/src/test/java/com/fasterxml/jackson/databind/ser/RawValueTest.java,com.fasterxml.jackson.databind.ser.RawValueTest,/home/dorma10/mutation-analysis/projects/jackson-databind/src/main/java/com/fasterxml/jackson/databind/util/RawValue.java,com.fasterxml.jackson.databind.util.RawValue
jackson-databind,,49e1c0e457beeead0525eda4e8214be5bb880287,/home/dorma10/mutation-analysis/projects/jackson-databind/src/test/java/com/fasterxml/jackson/databind/node/JsonNodeFactoryTest.java,com.fasterxml.jackson.databind.node.JsonNodeFactoryTest,/home/dorma10/mutation-analysis/projects/jackson-databind/src/main/java/com/fasterxml/jackson/databind/node/JsonNodeFactory.java,com.fasterxml.jackson.databind.node.JsonNodeFactory
jackson-databind,,49e1c0e457beeead0525eda4e8214be5bb880287,/home/dorma10/mutation-analysis/projects/jackson-databind/src/test/java/com/fasterxml/jackson/databind/node/TextNodeTest.java,com.fasterxml.jackson.databind.node.TextNodeTest,/home/dorma10/mutation-analysis/projects/jackson-databind/src/main/java/com/fasterxml/jackson/databind/node/TextNode.java,com.fasterxml.jackson.databind.node.TextNode
jackson-databind,,49e1c0e457beeead0525eda4e8214be5bb880287,/home/dorma10/mutation-analysis/projects/jackson-databind/src/test/java/com/fasterxml/jackson/databind/node/POJONodeTest.java,com.fasterxml.jackson.databind.node.POJONodeTest,/home/dorma10/mutation-analysis/projects/jackson-databind/src/main/java/com/fasterxml/jackson/databind/node/POJONode.java,com.fasterxml.jackson.databind.node.POJONode
jackson-databind,,49e1c0e457beeead0525eda4e8214be5bb880287,/home/dorma10/mutation-analysis/projects/jackson-databind/src/test/java/com/fasterxml/jackson/databind/node/ArrayNodeTest.java,com.fasterxml.jackson.databind.node.ArrayNodeTest,/home/dorma10/mutation-analysis/projects/jackson-databind/src/main/java/com/fasterxml/jackson/databind/node/ArrayNode.java,com.fasterxml.jackson.databind.node.ArrayNode
jackson-databind,,49e1c0e457beeead0525eda4e8214be5bb880287,/home/dorma10/mutation-analysis/projects/jackson-databind/src/test/java/com/fasterxml/jackson/databind/node/ObjectNodeTest.java,com.fasterxml.jackson.databind.node.ObjectNodeTest,/home/dorma10/mutation-analysis/projects/jackson-databind/src/main/java/com/fasterxml/jackson/databind/node/ObjectNode.java,com.fasterxml.jackson.databind.node.ObjectNode
